fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
2016-01-31,CAD,"$1,200,352,000,000.00","$113,955,000,000.00","$41,686,000,000.00","$41,686,000,000.00","$115,753,925,575.39",$0.00,"$253,683,000,000.00","$2,211,228,221.12",$0.00,"$4,872,000,000.00","$4,872,000,000.00","$12,016,000,000.00",$0.00,$0.00,"$72,269,000,000.00","$832,714,000,000.00",$0.00,"$1,130,464,000,000.00","$1,121,183,000,000.00",$0.00,$0.00,$0.00,$0.00,"$1,130,464,000,000.00",$0.00,"$7,065,318,706.53",$0.00,$0.00,"$9,854,000,000.00",$0.00,$0.00,"$69,315,000,000.00",$0.00,"$38,856,000,000.00","$17,862,000,000.00","$1,495,035,000.00",RY
2015-07-31,CAD,"$1,085,173,000,000.00","$93,852,000,000.00","$30,707,000,000.00","$30,707,000,000.00","$131,690,732,676.29",$0.00,"$250,660,000,000.00","$2,037,588,815.04",$0.00,"$2,810,000,000.00","$2,810,000,000.00","$9,322,000,000.00",$0.00,$0.00,"$63,145,000,000.00","$740,661,000,000.00",$0.00,"$1,023,275,000,000.00","$1,017,696,000,000.00",$0.00,$0.00,$0.00,$0.00,"$1,023,275,000,000.00",$0.00,"$5,633,738,253.50",$0.00,$0.00,"$7,374,000,000.00",$0.00,$0.00,"$60,103,000,000.00",$0.00,"$35,795,000,000.00","$14,561,000,000.00","$1,449,540,000.00",RY
2014-07-31,CAD,"$913,870,000,000.00","$68,038,000,000.00","$21,680,000,000.00","$21,680,000,000.00","$140,053,176,858.90",$0.00,"$213,373,000,000.00","$2,386,540,753.64",$0.00,"$2,782,000,000.00","$2,782,000,000.00","$8,568,000,000.00",$0.00,$0.00,"$46,358,000,000.00","$632,459,000,000.00",$0.00,"$860,373,000,000.00","$855,346,000,000.00",$0.00,$0.00,$0.00,$0.00,"$860,373,000,000.00",$0.00,"$6,243,696,708.54",$0.00,$0.00,"$6,810,000,000.00",$0.00,$0.00,"$51,714,000,000.00",$0.00,"$30,526,000,000.00","$14,475,000,000.00","$1,449,455,000.00",RY
2014-04-30,CAD,"$895,893,000,000.00","$64,172,000,000.00","$21,089,000,000.00","$21,089,000,000.00","$135,374,931,581.83",$0.00,"$205,725,000,000.00","$2,374,566,684.91",$0.00,"$2,802,000,000.00","$2,802,000,000.00","$8,566,000,000.00",$0.00,$0.00,"$43,083,000,000.00","$625,996,000,000.00",$0.00,"$844,410,000,000.00","$839,227,000,000.00",$0.00,$0.00,$0.00,$0.00,"$844,410,000,000.00",$0.00,"$6,363,802,225.87",$0.00,$0.00,"$6,486,000,000.00",$0.00,$0.00,"$49,690,000,000.00",$0.00,"$29,496,000,000.00","$14,458,000,000.00","$1,450,271,000.00",RY
2014-01-31,CAD,"$904,714,000,000.00","$62,751,000,000.00","$22,031,000,000.00","$22,031,000,000.00","$133,681,372,989.49",$0.00,"$203,865,000,000.00","$2,381,166,322.22",$0.00,"$2,815,000,000.00","$2,815,000,000.00","$8,616,000,000.00",$0.00,$0.00,"$40,720,000,000.00","$638,098,000,000.00",$0.00,"$853,199,000,000.00","$847,960,000,000.00",$0.00,$0.00,$0.00,$0.00,"$853,199,000,000.00",$0.00,"$6,299,757,390.60",$0.00,$0.00,"$6,521,000,000.00",$0.00,$0.00,"$49,743,000,000.00",$0.00,"$28,551,000,000.00","$14,442,000,000.00","$1,458,742,000.00",RY
2013-10-31,CAD,"$860,819,000,000.00","$104,640,000,000.00","$24,931,000,000.00","$24,931,000,000.00","$138,072,092,800.31",$0.00,"$196,646,000,000.00","$2,549,132,393.83",$0.00,"$2,796,000,000.00","$2,796,000,000.00","$8,361,000,000.00",$0.00,$0.00,"$71,159,000,000.00","$559,533,000,000.00",$0.00,"$810,484,000,000.00","$10,612,000,000.00",$0.00,$0.00,$0.00,$0.00,"$10,612,000,000.00",$0.00,"$7,998,274,374.46",$0.00,$0.00,"$7,443,000,000.00","-$10,612,000,000.00",$0.00,"$48,540,000,000.00",$0.00,"$28,314,000,000.00","$14,377,000,000.00","$1,462,728,000.00",RY
2013-04-30,CAD,"$867,530,000,000.00","$58,027,000,000.00","$21,484,000,000.00","$21,484,000,000.00","$138,759,182,052.81",$0.00,"$189,969,000,000.00","$2,657,335,715.70",$0.00,"$2,725,000,000.00","$2,725,000,000.00","$8,106,000,000.00",$0.00,$0.00,"$36,543,000,000.00","$619,534,000,000.00",$0.00,"$819,507,000,000.00","$813,002,000,000.00",$0.00,$0.00,$0.00,$0.00,"$819,507,000,000.00",$0.00,"$9,332,936,271.59",$0.00,$0.00,"$8,503,000,000.00",$0.00,$0.00,"$46,251,000,000.00",$0.00,"$26,191,000,000.00","$14,354,000,000.00","$1,468,008,000.00",RY
2012-10-31,CAD,"$825,100,000,000.00","$100,482,000,000.00","$22,872,000,000.00","$22,872,000,000.00","$120,855,513,307.98",$0.00,"$174,598,000,000.00","$2,692,615,569.34",$0.00,"$2,686,000,000.00","$2,686,000,000.00","$7,485,000,000.00",$0.00,$0.00,"$67,366,000,000.00","$550,020,000,000.00",$0.00,"$779,072,000,000.00","$9,842,000,000.00",$0.00,$0.00,$0.00,$0.00,"$9,842,000,000.00",$0.00,"$8,520,112,067.24",$0.00,$0.00,"$7,615,000,000.00","-$9,842,000,000.00",$0.00,"$44,267,000,000.00",$0.00,"$24,270,000,000.00","$14,323,000,000.00","$1,445,489,000.00",RY
2012-07-31,CAD,"$824,394,000,000.00","$31,185,000,000.00","$21,972,000,000.00","$21,972,000,000.00","$116,688,266,374.24",$0.00,"$176,771,000,000.00","$2,663,742,398.56",$0.00,"$8,080,000,000.00","$8,080,000,000.00","$7,466,000,000.00",$0.00,$0.00,"$119,214,435,250.72","$616,438,000,000.00",$0.00,"$779,469,000,000.00","$46,724,000,000.00",$0.00,$0.00,$0.00,"$43,562,000,000.00","$46,724,000,000.00",$0.00,"$8,519,589,273.25",$0.00,$0.00,"$51,208,000,000.00","-$46,724,000,000.00",$0.00,"$43,168,000,000.00",$0.00,"$23,310,000,000.00","$14,234,871,897.12","$1,469,513,000.00",RY
2012-01-31,CAD,"$815,016,000,000.00","$23,140,000,000.00","$23,140,000,000.00","$23,140,000,000.00","$123,207,697,676.74",$0.00,"$177,685,000,000.00","$2,606,441,320.17",$0.00,"$2,124,000,000.00","$2,124,000,000.00","$7,608,000,000.00",$0.00,$0.00,"$107,378,602,054.04","$614,191,000,000.00",$0.00,"$772,286,000,000.00","$37,358,000,000.00",$0.00,$0.00,$0.00,"$37,358,000,000.00","$37,358,000,000.00",$0.00,"$9,616,113,271.51",$0.00,$0.00,"$46,102,000,000.00","-$37,358,000,000.00",$0.00,"$40,972,000,000.00",$0.00,"$21,364,000,000.00","$14,113,000,000.00","$1,467,527,000.00",RY
2011-10-31,CAD,"$751,702,000,000.00","$102,916,000,000.00","$25,428,000,000.00","$25,428,000,000.00","$145,332,132,853.14",$0.00,"$192,055,000,000.00","$2,490,996,398.56",$0.00,"$2,115,000,000.00","$2,115,000,000.00","$7,703,000,000.00",$0.00,$0.00,"$70,878,000,000.00","$456,731,000,000.00",$0.00,"$708,054,000,000.00","$8,235,000,000.00",$0.00,$0.00,$0.00,"$179,000,000.00","$8,235,000,000.00",$0.00,"$7,752,100,840.34",$0.00,$0.00,"$7,928,000,000.00","-$8,235,000,000.00",$0.00,"$41,707,000,000.00",$0.00,"$24,282,000,000.00","$14,017,000,000.00","$1,435,131,000.00",RY
2011-04-30,CAD,"$728,917,000,000.00","$22,172,000,000.00","$22,172,000,000.00","$22,172,000,000.00","$180,538,720,538.72",$0.00,"$222,659,000,000.00","$2,795,664,983.17",$0.00,"$2,059,000,000.00","$2,059,000,000.00","$8,936,000,000.00",$0.00,$0.00,$0.00,"$484,086,000,000.00",$0.00,"$686,218,000,000.00","$62,042,000,000.00",$0.00,$0.00,$0.00,"$62,042,000,000.00","$62,042,000,000.00",$0.00,"$8,780,513,468.01",$0.00,$0.00,"$69,645,000,000.00","-$62,042,000,000.00",$0.00,"$40,435,000,000.00",$0.00,"$24,457,000,000.00","$14,257,154,882.16","$1,472,344,000.00",RY
2014-07-31,CAD,"$791,509,000,000.00","$49,964,000,000.00","$49,964,000,000.00","$49,964,000,000.00","$95,644,081,782.34",$0.00,"$175,614,000,000.00","$2,045,475,382.78",$0.00,"$10,820,000,000.00","$10,820,000,000.00",$0.00,$0.00,$0.00,"$57,573,118,180.99","$558,015,000,000.00",$0.00,"$743,063,000,000.00","$739,466,000,000.00",$0.00,$0.00,$0.00,$0.00,"$743,063,000,000.00",$0.00,"$4,467,772,989.82",$0.00,$0.00,"$4,873,000,000.00","$5,413,954,341.25",$0.00,"$47,170,000,000.00",$0.00,"$28,217,000,000.00","$15,141,000,000.00","$1,225,000,000.00",BNS
2014-04-30,CAD,"$791,772,000,000.00","$59,758,000,000.00","$59,758,000,000.00","$59,758,000,000.00","$94,449,005,655.90",$0.00,"$173,781,000,000.00","$2,027,002,371.83",$0.00,"$10,794,000,000.00","$10,794,000,000.00",$0.00,$0.00,$0.00,"$66,874,657,909.14","$550,052,000,000.00",$0.00,"$744,315,000,000.00","$740,688,000,000.00",$0.00,$0.00,$0.00,$0.00,"$744,315,000,000.00",$0.00,"$4,437,146,506.11",$0.00,$0.00,"$4,864,000,000.00","$5,323,846,013.50",$0.00,"$46,220,000,000.00",$0.00,"$26,849,000,000.00","$14,999,000,000.00","$1,222,000,000.00",BNS
2014-01-31,CAD,"$782,835,000,000.00","$55,321,000,000.00","$55,321,000,000.00","$55,321,000,000.00","$89,480,636,175.76",$0.00,"$169,573,000,000.00","$2,023,542,097.22",$0.00,"$10,822,000,000.00","$10,822,000,000.00",$0.00,$0.00,$0.00,"$60,450,175,217.90","$550,370,000,000.00",$0.00,"$735,476,000,000.00","$730,770,000,000.00",$0.00,$0.00,$0.00,$0.00,"$735,476,000,000.00",$0.00,"$5,278,102,255.37",$0.00,$0.00,"$5,874,000,000.00","$7,224,368,766.29",$0.00,"$46,191,000,000.00",$0.00,"$25,928,000,000.00","$14,889,000,000.00","$1,217,000,000.00",BNS
2013-10-31,CAD,"$743,788,000,000.00","$80,613,000,000.00","$53,338,000,000.00","$53,338,000,000.00","$80,717,093,279.65",$0.00,"$137,899,000,000.00","$2,135,940,945.26",$0.00,"$3,837,000,000.00","$3,837,000,000.00","$6,867,000,000.00",$0.00,$0.00,"$22,463,000,000.00","$516,396,000,000.00",$0.00,"$697,237,000,000.00","$8,058,000,000.00",$0.00,$0.00,$0.00,$0.00,"$8,058,000,000.00",$0.00,"$5,122,231,809.03",$0.00,$0.00,"$5,841,000,000.00","-$8,058,000,000.00",$0.00,"$44,653,000,000.00",$0.00,"$25,315,000,000.00","$14,516,000,000.00","$1,210,000,000.00",BNS
2013-07-31,CAD,"$742,625,000,000.00","$52,157,000,000.00","$52,157,000,000.00","$52,157,000,000.00","$89,353,897,051.67",$0.00,"$154,946,000,000.00","$2,167,947,844.70",$0.00,"$10,589,000,000.00","$10,589,000,000.00",$0.00,$0.00,$0.00,"$63,711,199,766.47","$528,118,000,000.00",$0.00,"$697,298,000,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$697,298,000,000.00",$0.00,"$7,220,005,838.28",$0.00,$0.00,"$7,020,000,000.00","$7,743,504,913.89",$0.00,"$43,501,000,000.00",$0.00,"$24,502,000,000.00","$14,188,000,000.00","$1,207,000,000.00",BNS
2013-04-30,CAD,"$754,156,000,000.00","$55,157,000,000.00","$55,157,000,000.00","$55,157,000,000.00","$92,900,536,033.35",$0.00,"$157,756,000,000.00","$2,248,362,120.31",$0.00,"$10,464,000,000.00","$10,464,000,000.00",$0.00,$0.00,$0.00,"$69,776,652,769.51","$532,457,000,000.00",$0.00,"$709,949,000,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$709,949,000,000.00",$0.00,"$8,165,574,746.87",$0.00,$0.00,"$7,087,000,000.00","$7,613,658,923.96",$0.00,"$42,396,000,000.00",$0.00,"$23,566,000,000.00","$13,904,000,000.00","$1,213,000,000.00",BNS
2013-01-31,CAD,"$736,361,000,000.00","$53,120,000,000.00","$53,120,000,000.00","$53,120,000,000.00","$91,970,715,073.71",$0.00,"$160,703,000,000.00","$2,302,677,765.52",$0.00,"$10,375,087,754.49","$10,375,087,754.49",$0.00,$0.00,$0.00,"$71,165,379,600.84","$511,563,000,000.00",$0.00,"$693,397,000,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$693,397,000,000.00",$0.00,"$9,932,805,134.89",$0.00,$0.00,"$8,780,000,000.00","$6,689,399,257.85",$0.00,"$41,152,000,000.00",$0.00,"$22,807,000,000.00","$13,552,000,000.00","$1,204,000,000.00",BNS
2012-10-31,CAD,"$668,044,000,000.00","$88,770,000,000.00","$54,804,000,000.00","$54,804,000,000.00","$74,683,810,286.17",$0.00,"$136,866,000,000.00","$2,261,356,814.09",$0.00,"$3,453,000,000.00","$3,453,000,000.00","$5,239,000,000.00",$0.00,$0.00,"$27,970,000,000.00","$430,021,000,000.00",$0.00,"$626,665,000,000.00","$27,473,000,000.00",$0.00,$0.00,$0.00,"$18,622,000,000.00","$27,473,000,000.00",$0.00,"$11,257,754,652.79",$0.00,$0.00,"$10,143,000,000.00","-$27,473,000,000.00",$0.00,"$39,636,000,000.00",$0.00,"$21,978,000,000.00","$13,139,000,000.00","$1,204,000,000.00",BNS
2012-07-31,CAD,"$669,970,000,000.00","$76,949,000,000.00","$71,615,000,000.00","$71,615,000,000.00","$81,388,695,045.36",$0.00,"$139,687,000,000.00","$2,138,371,049.75",$0.00,"$8,681,088,625.26","$8,681,088,625.26","$5,259,694,945.67",$0.00,$0.00,"$66,428,072,973.78","$453,334,000,000.00",$0.00,"$631,484,000,000.00","$22,605,000,000.00",$0.00,$0.00,$0.00,"$20,780,000,000.00","$22,605,000,000.00",$0.00,"$8,215,531,851.26",$0.00,$0.00,"$29,021,000,000.00","-$22,605,000,000.00",$0.00,"$36,798,000,000.00",$0.00,"$21,253,000,000.00","$11,128,501,644.90","$1,160,000,000.00",BNS
2012-04-30,CAD,"$659,690,000,000.00","$77,738,000,000.00","$77,738,000,000.00","$77,738,000,000.00","$83,075,364,667.75",$0.00,"$139,131,000,000.00","$2,666,126,418.15",$0.00,"$8,744,935,170.18","$8,744,935,170.18","$5,326,175,040.52",$0.00,$0.00,"$71,639,991,896.27","$442,821,000,000.00",$0.00,"$623,023,000,000.00","$22,395,000,000.00",$0.00,$0.00,$0.00,"$22,395,000,000.00","$22,395,000,000.00",$0.00,"$9,057,941,653.16",$0.00,$0.00,"$29,291,000,000.00","-$22,395,000,000.00",$0.00,"$34,950,000,000.00",$0.00,"$19,937,000,000.00","$11,106,158,833.06","$1,168,000,000.00",BNS
2012-01-31,CAD,"$637,055,000,000.00","$68,639,000,000.00","$63,701,000,000.00","$63,701,000,000.00","$74,047,262,937.48",$0.00,"$133,203,000,000.00","$2,615,415,295.64",$0.00,"$7,649,815,534.95","$7,649,815,534.95","$4,363,346,295.74",$0.00,$0.00,"$59,678,931,099.81","$435,213,000,000.00",$0.00,"$602,918,000,000.00","$19,240,000,000.00",$0.00,$0.00,$0.00,"$17,139,000,000.00","$19,240,000,000.00",$0.00,"$8,928,108,485.39",$0.00,$0.00,"$26,093,000,000.00","-$19,240,000,000.00",$0.00,"$32,496,000,000.00",$0.00,"$19,225,000,000.00","$9,042,775,949.75","$1,125,000,000.00",BNS
2011-10-31,CAD,"$575,256,000,000.00","$69,313,000,000.00","$45,222,000,000.00","$45,222,000,000.00","$63,352,340,936.38",$0.00,"$130,089,000,000.00","$2,553,021,208.48",$0.00,"$3,287,000,000.00","$3,287,000,000.00","$4,377,000,000.00",$0.00,$0.00,"$19,032,000,000.00","$366,605,000,000.00",$0.00,"$541,856,000,000.00","$23,368,000,000.00",$0.00,$0.00,$0.00,"$15,450,000,000.00","$23,368,000,000.00",$0.00,"$5,925,370,148.06",$0.00,$0.00,"$5,923,000,000.00","-$23,368,000,000.00",$0.00,"$32,760,000,000.00",$0.00,"$24,662,000,000.00","$8,432,000,000.00","$1,125,000,000.00",BNS
2011-07-31,CAD,"$567,689,000,000.00","$62,319,000,000.00","$57,908,000,000.00","$57,908,000,000.00","$77,389,986,411.62",$0.00,"$136,475,000,000.00","$2,605,832,549.39",$0.00,"$3,237,000,000.00","$3,237,000,000.00","$4,245,000,000.00",$0.00,$0.00,"$4,411,000,000.00","$368,895,000,000.00",$0.00,"$535,340,000,000.00","$22,045,000,000.00",$0.00,$0.00,$0.00,"$22,045,000,000.00","$22,045,000,000.00",$0.00,"$6,172,258,806.31",$0.00,$0.00,"$27,950,000,000.00","-$22,045,000,000.00",$0.00,"$31,747,000,000.00",$0.00,"$24,066,000,000.00","$8,510,504,860.46","$1,115,000,000.00",BNS
2011-04-30,CAD,"$571,541,000,000.00","$75,700,000,000.00","$71,402,000,000.00","$71,402,000,000.00","$80,232,533,670.03",$0.00,"$138,791,000,000.00","$2,601,010,101.01",$0.00,"$3,210,000,000.00","$3,210,000,000.00","$4,184,000,000.00",$0.00,$0.00,"$4,298,000,000.00","$357,050,000,000.00",$0.00,"$540,183,000,000.00","$25,470,000,000.00",$0.00,$0.00,$0.00,"$25,470,000,000.00","$25,470,000,000.00",$0.00,"$6,194,234,006.73",$0.00,$0.00,"$31,357,000,000.00","-$25,470,000,000.00",$0.00,"$30,782,000,000.00",$0.00,"$23,436,000,000.00","$8,386,994,949.49","$1,113,000,000.00",BNS
2011-01-31,CAD,"$507,626,000,000.00","$61,033,000,000.00","$57,336,000,000.00","$57,336,000,000.00","$71,232,397,882.75",$0.00,"$121,783,000,000.00","$2,465,794,467.19",$0.00,"$560,000,000.00","$560,000,000.00","$2,765,000,000.00",$0.00,$0.00,"$3,697,000,000.00","$355,050,000,000.00",$0.00,"$481,708,000,000.00","$13,339,000,000.00",$0.00,$0.00,$0.00,"$13,339,000,000.00","$13,339,000,000.00",$0.00,"$5,905,323,080.00",$0.00,$0.00,"$19,784,000,000.00","-$13,339,000,000.00",$0.00,"$25,357,000,000.00",$0.00,"$20,353,000,000.00","$5,925,297,113.75","$1,028,000,000.00",BNS
2010-10-31,CAD,"$526,657,000,000.00","$62,747,000,000.00","$39,530,000,000.00","$39,530,000,000.00","$63,665,354,330.71",$0.00,"$122,652,000,000.00","$2,411,417,322.83",$0.00,"$589,000,000.00","$589,000,000.00","$3,050,000,000.00",$0.00,$0.00,"$19,913,000,000.00","$334,761,000,000.00",$0.00,"$498,447,000,000.00","$28,882,000,000.00",$0.00,$0.00,$0.00,"$21,519,000,000.00","$28,882,000,000.00",$0.00,"$6,337,598,425.20",$0.00,$0.00,"$5,939,000,000.00","-$28,882,000,000.00",$0.00,"$27,631,000,000.00",$0.00,"$21,932,000,000.00","$5,775,000,000.00","$1,044,000,000.00",BNS
2010-07-31,CAD,"$523,424,000,000.00","$54,398,000,000.00","$50,006,000,000.00","$50,006,000,000.00","$63,902,462,861.61",$0.00,"$123,103,000,000.00","$2,346,559,812.35",$0.00,"$568,000,000.00","$568,000,000.00","$2,744,000,000.00",$0.00,$0.00,"$4,392,000,000.00","$345,923,000,000.00",$0.00,"$496,379,000,000.00","$21,433,000,000.00",$0.00,$0.00,$0.00,"$21,433,000,000.00","$21,433,000,000.00",$0.00,"$6,278,342,455.04",$0.00,$0.00,"$27,857,000,000.00","-$21,433,000,000.00",$0.00,"$26,475,000,000.00",$0.00,"$21,397,000,000.00","$5,418,295,543.39","$1,036,000,000.00",BNS
2010-04-30,CAD,"$526,125,000,000.00","$61,682,000,000.00","$57,377,000,000.00","$57,377,000,000.00","$68,021,816,037.74",$0.00,"$129,589,000,000.00","$2,279,874,213.84",$0.00,"$555,000,000.00","$555,000,000.00","$2,701,000,000.00",$0.00,$0.00,"$4,305,000,000.00","$334,854,000,000.00",$0.00,"$500,034,000,000.00","$23,119,000,000.00",$0.00,$0.00,$0.00,"$23,119,000,000.00","$23,119,000,000.00",$0.00,"$6,270,636,792.45",$0.00,$0.00,"$29,500,000,000.00","-$23,119,000,000.00",$0.00,"$25,552,000,000.00",$0.00,"$20,894,000,000.00","$5,265,330,188.68","$1,031,000,000.00",BNS
2010-01-31,CAD,"$507,626,000,000.00","$61,033,000,000.00","$57,336,000,000.00","$57,336,000,000.00","$54,676,523,213.11",$0.00,"$121,783,000,000.00","$2,186,646,576.89",$0.00,"$560,000,000.00","$560,000,000.00","$2,765,000,000.00",$0.00,$0.00,"$3,697,000,000.00","$324,810,000,000.00",$0.00,"$481,708,000,000.00","$13,339,000,000.00",$0.00,$0.00,$0.00,"$13,339,000,000.00","$13,339,000,000.00",$0.00,"$6,069,309,727.85",$0.00,$0.00,"$19,784,000,000.00","-$13,339,000,000.00",$0.00,"$25,357,000,000.00",$0.00,"$20,353,000,000.00","$4,814,954,327.15","$1,028,000,000.00",BNS
2009-10-31,CAD,"$496,516,000,000.00","$56,130,000,000.00","$37,698,000,000.00","$37,698,000,000.00","$53,865,491,651.21",$0.00,"$123,135,000,000.00","$2,200,371,057.51",$0.00,"$561,000,000.00","$561,000,000.00","$2,908,000,000.00",$0.00,$0.00,"$14,928,000,000.00","$311,671,000,000.00",$0.00,"$471,190,000,000.00","$22,485,000,000.00",$0.00,$0.00,$0.00,"$14,688,000,000.00","$22,485,000,000.00",$0.00,"$5,977,736,549.17",$0.00,$0.00,"$5,944,000,000.00","-$22,485,000,000.00",$0.00,"$24,772,000,000.00",$0.00,"$19,916,000,000.00","$4,946,000,000.00","$1,028,000,000.00",BNS
2009-07-31,CAD,"$485,856,000,000.00","$33,138,000,000.00","$29,721,000,000.00","$29,721,000,000.00","$55,309,833,024.12",$0.00,"$132,224,000,000.00","$2,200,371,057.51",$0.00,"$541,000,000.00","$541,000,000.00","$2,875,000,000.00",$0.00,$0.00,"$3,417,000,000.00","$320,494,000,000.00",$0.00,"$461,939,000,000.00","$13,840,000,000.00",$0.00,$0.00,$0.00,"$13,840,000,000.00","$13,840,000,000.00",$0.00,"$5,990,723,562.15",$0.00,$0.00,"$20,298,000,000.00","-$13,840,000,000.00",$0.00,"$23,397,000,000.00",$0.00,"$19,561,000,000.00","$4,423,005,565.86","$1,020,000,000.00",BNS
2009-04-30,CAD,"$513,567,000,000.00","$37,398,000,000.00","$33,949,000,000.00","$33,949,000,000.00","$51,178,391,959.80",$0.00,"$117,948,000,000.00","$2,046,063,651.59",$0.00,"$549,000,000.00","$549,000,000.00","$2,845,000,000.00",$0.00,$0.00,"$3,449,000,000.00","$358,221,000,000.00",$0.00,"$490,123,000,000.00","$14,608,000,000.00",$0.00,$0.00,$0.00,"$14,608,000,000.00","$14,608,000,000.00",$0.00,"$5,744,556,113.90",$0.00,$0.00,"$21,467,000,000.00","-$14,608,000,000.00",$0.00,"$22,908,000,000.00",$0.00,"$19,179,000,000.00","$3,876,884,422.11","$1,016,000,000.00",BNS
2009-01-31,CAD,"$509,829,154,376.00","$30,267,944,936.00","$30,267,944,936.00","$30,267,944,936.00","$40,663,930,468.37",$0.00,"$103,386,184,858.00","$1,949,138,902.30",$0.00,"$2,720,907,774.02","$2,720,907,774.02","$2,269,435,055.53",$0.00,$0.00,"$24,778,689,843.88","$376,175,024,582.00",$0.00,"$486,467,551,623.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$486,467,551,623.00",$0.00,"$4,753,742,153.55",$0.00,$0.00,"$5,406,833,825.00",$0.00,$0.00,"$22,812,192,724.00",$0.00,"$18,853,244,838.00","$3,618,219,861.58","$1,003,000,000.00",BNS
2008-10-31,CAD,"$507,625,060,125.00","$34,892,977,393.00","$34,892,977,393.00","$34,892,977,393.00","$39,828,453,608.25",$0.00,"$93,278,018,278.00","$2,216,907,216.49",$0.00,"$2,107,216,494.85","$2,107,216,494.85","$1,874,639,175.26",$0.00,$0.00,"$3,299,793,814.43","$379,454,064,454.00",$0.00,"$485,482,202,983.00","$2,740,500,241.00",$0.00,$0.00,$0.00,$0.00,"$2,740,500,241.00",$0.00,"$4,001,649,484.54",$0.00,$0.00,"$4,351,851,852.00","-$2,740,500,241.00",$0.00,"$21,641,414,141.00",$0.00,"$18,548,581,049.00","$3,157,938,144.33","$1,003,000,000.00",BNS
2008-07-31,CAD,"$462,407,000,000.00","$28,615,000,000.00","$28,615,000,000.00","$28,615,000,000.00","$54,729,848,558.87",$0.00,"$96,146,000,000.00","$2,483,634,587.20",$0.00,"$2,365,412,799.22","$2,365,412,799.22","$2,085,002,442.60",$0.00,$0.00,$0.00,"$337,646,000,000.00",$0.00,"$440,591,000,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$440,591,000,000.00",$0.00,"$3,945,285,784.07",$0.00,$0.00,"$4,038,000,000.00",$0.00,$0.00,"$21,361,000,000.00",$0.00,"$18,784,000,000.00","$3,642,403,517.34","$994,000,000.00",BNS
2008-04-30,CAD,"$452,572,835,042.00","$28,819,570,022.00","$28,819,570,022.00","$28,819,570,022.00","$61,693,804,606.83",$0.00,"$102,202,129,797.00","$2,488,085,782.37",$0.00,"$2,407,664,813.34","$2,407,664,813.34","$2,146,544,876.89",$0.00,$0.00,$0.00,"$321,551,135,222.00",$0.00,"$431,562,186,056.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$431,562,186,056.00",$0.00,"$4,414,217,633.04",$0.00,$0.00,"$3,946,152,301.00",$0.00,$0.00,"$20,422,945,550.00",$0.00,"$18,300,180,832.00","$3,616,957,903.10","$992,000,000.00",BNS
2008-01-31,CAD,"$449,421,686,747.00","$32,246,987,952.00","$32,246,987,952.00","$32,246,987,952.00","$60,472,205,618.65",$0.00,"$98,480,923,695.00","$2,450,687,387.93",$0.00,"$1,533,173,939.03","$1,533,173,939.03","$1,261,207,411.84",$0.00,$0.00,$0.00,"$318,693,775,100.00",$0.00,"$428,880,522,088.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$428,880,522,088.00",$0.00,"$2,639,968,121.14",$0.00,$0.00,"$2,149,598,394.00",$0.00,$0.00,"$19,992,971,888.00",$0.00,"$17,809,236,948.00","$3,600,318,788.60","$992,000,000.00",BNS
2007-10-31,CAD,"$411,509,790,938.00","$27,807,208,401.00","$25,148,992,527.00","$25,148,992,527.00","$63,232,333,933.68",$0.00,"$92,512,534,292.00","$2,405,975,209.24",$0.00,"$1,490,624,006.78","$1,490,624,006.78","$1,201,398,453.23",$0.00,$0.00,"$4,399,830,490.52","$291,190,048,244.00",$0.00,"$392,209,819,317.00","$2,385,772,396.00",$0.00,$0.00,$0.00,$0.00,"$2,385,772,396.00",$0.00,"$2,083,907,193.56",$0.00,$0.00,"$1,710,339,608.00","-$2,385,772,396.00",$0.00,"$18,803,329,865.00",$0.00,"$17,460,032,163.00","$3,777,942,578.66","$992,000,000.00",BNS
