fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
2009-07-31,CAD,"$659,942,000,000.00","$16,613,000,000.00","$16,613,000,000.00","$16,613,000,000.00","$126,085,343,228.20",$0.00,"$196,334,000,000.00","$2,144,712,430.43",$0.00,"$2,038,000,000.00","$2,038,000,000.00","$8,313,000,000.00",$0.00,$0.00,$0.00,"$446,995,000,000.00",$0.00,"$622,193,000,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$622,193,000,000.00",$0.00,"$7,310,760,667.90",$0.00,$0.00,"$6,486,000,000.00",$0.00,$0.00,"$35,614,000,000.00","-$90,909,090.91","$19,997,000,000.00","$12,864,000,000.00","$1,422,810,000.00",RY
2009-04-30,CAD,"$680,323,000,000.00","$20,639,000,000.00","$20,639,000,000.00","$20,639,000,000.00","$105,738,693,467.34",$0.00,"$189,942,000,000.00","$2,025,125,628.14",$0.00,"$2,150,000,000.00","$2,150,000,000.00","$8,819,000,000.00",$0.00,$0.00,$0.00,"$469,742,000,000.00",$0.00,"$643,708,000,000.00","$35,540,000,000.00",$0.00,$0.00,$0.00,"$35,540,000,000.00","$35,540,000,000.00",$0.00,"$7,560,301,507.54",$0.00,$0.00,"$43,169,000,000.00","-$35,540,000,000.00",$0.00,"$34,465,000,000.00","-$67,001,675.04","$19,229,000,000.00","$12,730,000,000.00","$1,417,038,000.00",RY
2009-01-31,CAD,"$713,176,007,866.00","$25,561,701,082.00","$25,561,701,082.00","$25,561,701,082.00","$96,279,575,084.50",$0.00,"$186,789,577,188.00","$1,982,134,234.67",$0.00,"$9,773,056,494.45","$9,773,056,494.45","$8,005,794,302.27",$0.00,$0.00,$0.00,"$500,824,729,596.00",$0.00,"$676,696,165,191.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$676,696,165,191.00",$0.00,"$7,390,149,686.14",$0.00,$0.00,"$7,783,923,304.00",$0.00,$0.00,"$34,171,583,088.00","-$72,428,778.37","$20,060,226,155.00","$10,215,676,806.70","$1,379,191,000.00",RY
2008-10-31,CAD,"$723,859,000,000.00","$117,393,000,000.00","$31,127,000,000.00","$31,127,000,000.00","$101,037,525,773.20",$0.00,"$186,781,000,000.00","$2,688,659,793.81",$0.00,"$1,254,000,000.00","$1,254,000,000.00","$9,977,000,000.00",$0.00,$0.00,"$71,830,000,000.00","$419,685,000,000.00",$0.00,"$690,730,000,000.00","$20,266,000,000.00",$0.00,$0.00,$0.00,"$5,402,000,000.00","$20,266,000,000.00",$0.00,"$7,736,082,474.23",$0.00,$0.00,"$13,533,000,000.00","-$20,266,000,000.00",$0.00,"$30,758,000,000.00","-$89,896,907.22","$19,936,000,000.00","$10,384,000,000.00","$1,323,293,000.00",RY
2008-07-31,CAD,"$636,792,221,085.00","$20,897,645,855.00","$20,897,645,855.00","$20,897,645,855.00","$134,340,986,809.97",$0.00,"$189,405,322,416.00","$2,884,220,810.94",$0.00,"$9,844,650,708.35","$9,844,650,708.35","$8,655,593,551.54",$0.00,$0.00,$0.00,"$426,489,252,814.00",$0.00,"$605,707,267,145.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$605,707,267,145.00",$0.00,"$7,743,038,593.06",$0.00,$0.00,"$7,925,281,474.00",$0.00,$0.00,"$28,729,785,056.00","-$105,520,273.57","$19,516,888,434.00","$10,071,323,888.62","$1,340,239,000.00",RY
2008-04-30,CAD,"$627,471,368,294.00","$18,307,213,181.00","$18,307,213,181.00","$18,307,213,181.00","$139,511,517,077.05",$0.00,"$184,832,228,249.00","$2,624,106,433.68",$0.00,"$6,787,132,644.96","$6,787,132,644.96","$6,120,929,308.98",$0.00,$0.00,$0.00,"$424,331,926,864.00",$0.00,"$599,458,509,142.00","$71,551,135,222.00",$0.00,$0.00,$0.00,"$71,551,135,222.00","$71,551,135,222.00",$0.00,"$6,902,303,415.41",$0.00,$0.00,"$79,900,542,495.00","-$71,551,135,222.00",$0.00,"$25,988,547,318.00","-$105,242,255.76","$18,951,175,407.00","$8,125,496,425.73","$1,298,069,000.00",RY
2008-01-31,CAD,"$632,761,044,177.00","$17,850,401,606.00","$17,850,401,606.00","$17,850,401,606.00","$150,657,501,494.32",$0.00,"$192,147,590,361.00","$2,268,380,155.41",$0.00,"$5,501,095,835.82","$5,501,095,835.82","$4,878,461,844.99",$0.00,$0.00,$0.00,"$422,763,052,210.00",$0.00,"$606,212,851,406.00","$44,312,248,996.00",$0.00,$0.00,$0.00,"$44,312,248,996.00","$44,312,248,996.00",$0.00,"$5,842,797,369.99",$0.00,$0.00,"$51,577,309,237.00","-$44,312,248,996.00",$0.00,"$25,025,100,402.00","-$124,526,798.17","$18,697,791,165.00","$7,300,259,015.74","$1,286,595,000.00",RY
2007-10-31,CAD,"$600,346,230,253.00","$74,629,274,146.00","$16,106,328,635.00","$16,106,328,635.00","$157,056,891,619.88",$0.00,"$187,186,830,006.00","$2,257,654,412.54",$0.00,"$628,000,000.00","$628,000,000.00","$4,752,000,000.00",$0.00,$0.00,"$51,867,000,000.00","$338,530,313,406.00",$0.00,"$574,424,368,556.00","$6,691,892,915.00",$0.00,$0.00,$0.00,"$3,783,937,187.00","$6,691,892,915.00",$0.00,"$8,088,780,591.16",$0.00,$0.00,"$10,018,919,686.00","-$6,691,892,915.00",$0.00,"$24,438,558,320.00","-$113,359,466.05","$18,166,682,433.00","$7,300,000,000.00","$1,272,913,000.00",RY
2007-07-31,CAD,"$604,582,046,641.00","$15,249,707,166.00","$15,249,707,166.00","$15,249,707,166.00","$153,571,629,345.08",$0.00,"$198,031,093,601.00","$1,925,419,282.30",$0.00,"$5,393,984,821.51","$5,393,984,821.51","$4,736,250,351.35",$0.00,$0.00,$0.00,"$391,301,245,873.00",$0.00,"$578,475,135,769.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$578,475,135,769.00",$0.00,"$5,812,798,650.80",$0.00,$0.00,"$6,203,812,161.00",$0.00,$0.00,"$24,546,906,613.00","-$111,496,299.07","$17,516,771,377.00","$6,823,760,891.97","$1,288,227,000.00",RY
2007-04-30,CAD,"$589,075,984,470.00","$12,782,029,950.00","$12,782,029,950.00","$12,782,029,950.00","$153,448,431,301.84",$0.00,"$206,327,232,390.00","$1,796,790,479.63",$0.00,"$5,251,532,636.13","$5,251,532,636.13","$4,596,105,301.12",$0.00,$0.00,$0.00,"$369,966,722,130.00",$0.00,"$563,487,520,798.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$563,487,520,798.00",$0.00,"$6,138,658,492.61",$0.00,$0.00,"$8,187,465,336.00",$0.00,$0.00,"$24,080,976,151.00","-$108,186,080.06","$16,786,466,999.00","$6,536,242,336.82","$1,288,415,000.00",RY
2007-01-31,CAD,"$571,615,520,282.00","$11,514,403,292.00","$11,514,403,292.00","$11,514,403,292.00","$143,708,552,967.18",$0.00,"$204,398,589,065.00","$1,629,824,859.72",$0.00,"$4,787,451,113.76","$4,787,451,113.76","$4,193,164,427.82",$0.00,$0.00,$0.00,"$355,702,527,925.00",$0.00,"$546,358,612,581.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$546,358,612,581.00",$0.00,"$5,787,281,074.65",$0.00,$0.00,"$8,191,651,969.00",$0.00,$0.00,"$23,457,965,902.00","-$99,472,878.76","$16,264,550,265.00","$6,135,011,052.54","$1,296,451,004.00",RY
2006-10-31,CAD,"$536,779,984,293.00","$52,753,050,264.00","$14,902,950,746.00","$14,902,950,746.00","$131,168,819,599.11",$0.00,"$193,246,235,611.00","$1,619,599,109.13",$0.00,"$642,000,000.00","$642,000,000.00","$4,304,000,000.00",$0.00,$0.00,"$32,449,000,000.00","$290,781,113,318.00",$0.00,"$512,584,988,220.00","$6,484,909,682.00",$0.00,$0.00,$0.00,"$3,929,092,337.00","$6,484,909,682.00",$0.00,"$6,327,839,643.65",$0.00,$0.00,"$12,415,572,759.00","-$6,484,909,682.00",$0.00,"$22,420,060,586.00","-$162,138,084.63","$15,771,345,226.00","$7,196,000,000.00","$1,279,300,000.00",RY
2006-07-31,CAD,"$523,968,774,748.00","$15,243,805,860.00","$15,243,805,860.00","$15,243,805,860.00","$121,639,865,700.65",$0.00,"$179,300,825,885.00","$1,517,052,482.77",$0.00,"$4,224,244,566.18","$4,224,244,566.18","$3,655,239,441.60",$0.00,$0.00,$0.00,"$329,424,143,003.00",$0.00,"$500,622,242,335.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$500,622,242,335.00",$0.00,"$6,911,115,037.99",$0.00,$0.00,"$7,822,151,827.00",$0.00,$0.00,"$21,546,555,040.00","-$197,914,825.94","$15,120,488,743.00","$7,176,151,148.00","$1,293,509,823.00",RY
2006-04-30,CAD,"$502,892,709,612.00","$14,099,586,915.00","$14,099,586,915.00","$14,099,586,915.00","$114,139,635,187.35",$0.00,"$170,481,187,898.00","$1,526,642,106.21",$0.00,"$4,304,968,999.91","$4,304,968,999.91","$3,688,561,416.12",$0.00,$0.00,$0.00,"$318,311,934,800.00",$0.00,"$479,895,054,147.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$479,895,054,147.00",$0.00,"$7,043,759,547.13",$0.00,$0.00,"$9,228,536,340.00",$0.00,$0.00,"$21,050,574,969.00","-$164,435,259.23","$14,648,877,973.00","$7,191,023,781.00","$1,301,645,000.00",RY
2006-01-31,CAD,"$487,874,374,146.00","$15,595,129,722.00","$15,595,129,722.00","$15,595,129,722.00","$115,425,989,295.43",$0.00,"$172,255,348,202.00","$1,523,207,861.72",$0.00,"$4,265,157,497.59","$4,265,157,497.59","$3,647,451,083.62",$0.00,$0.00,$0.00,"$300,023,896,223.00",$0.00,"$465,474,510,696.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$465,474,510,696.00",$0.00,"$7,121,172,238.31",$0.00,$0.00,"$9,515,248,066.00",$0.00,$0.00,"$20,534,820,209.00","-$177,239,624.46","$14,284,251,252.00","$7,189,349,112.00","$1,304,378,000.00",RY
2005-10-31,CAD,"$469,520,604,558.00","$13,887,117,723.00","$10,237,336,167.00","$10,237,336,167.00","$106,422,949,987.31",$0.00,"$166,815,444,563.00","$1,445,375,306.76",$0.00,"$3,902,851,823.64","$3,902,851,823.64","$3,556,740,289.41",$0.00,$0.00,"$40,797,156,638.74","$288,818,042,272.00",$0.00,"$447,429,448,578.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$447,429,448,578.00",$0.00,"$6,911,229,584.50",$0.00,$0.00,"$9,566,654,859.00","$2,916,137,767.62",$0.00,"$19,847,679,773.00","-$184,479,986.46","$13,704,097,296.00","$7,169,677,648.00","$1,286,204,000.00",RY
2005-07-31,CAD,"$466,304,640,627.00","$11,763,193,339.00","$11,763,193,339.00","$11,763,193,339.00","$96,992,326,099.51",$0.00,"$162,156,238,521.00","$1,420,909,315.95",$0.00,"$3,921,940,754.19","$3,921,940,754.19","$3,529,994,223.95",$0.00,$0.00,$0.00,"$292,385,208,767.00",$0.00,"$444,947,961,308.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$444,947,961,308.00",$0.00,"$7,293,506,064.86",$0.00,$0.00,"$10,231,419,126.00",$0.00,$0.00,"$20,241,214,644.00","-$177,407,376.85","$13,748,010,285.00","$7,126,239,745.00","$1,306,046,000.00",RY
2005-04-30,CAD,"$435,442,065,491.00","$11,178,841,310.00","$11,178,841,310.00","$11,178,841,310.00","$81,180,129,176.30",$0.00,"$145,698,992,443.00","$1,412,965,473.25",$0.00,"$4,000,478,430.75","$4,000,478,430.75","$3,591,420,141.93",$0.00,$0.00,$0.00,"$278,564,231,738.00",$0.00,"$413,261,964,735.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$413,261,964,735.00",$0.00,"$6,459,612,471.09",$0.00,$0.00,"$8,100,755,668.00",$0.00,$0.00,"$20,105,793,451.00","-$181,006,299.34","$13,172,544,081.00","$7,090,680,100.00","$1,635,952,820.00",RY
2005-01-31,CAD,"$428,229,967,750.00","$11,122,550,236.00","$11,122,550,236.00","$11,122,550,236.00","$80,000,000,000.00",$0.00,"$180,403,125,775.00","$1,438,013,864.26",$0.00,"$3,991,616,959.54","$3,991,616,959.54","$3,569,240,689.99",$0.00,$0.00,$0.00,"$236,704,291,739.00",$0.00,"$407,452,245,101.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$407,452,245,101.00",$0.00,"$6,601,644,365.63",$0.00,$0.00,"$8,190,275,366.00",$0.00,$0.00,"$18,953,113,371.00","-$251,491,213.93","$12,628,380,055.00","$7,020,590,425.00","$1,610,786,317.00",RY
2016-07-31,CAD,"$906,844,000,000.00","$117,875,000,000.00","$69,774,000,000.00","$69,774,000,000.00","$62,199,954,278.75",$0.00,"$172,058,000,000.00","$1,860,092,966.55",$0.00,"$11,693,000,000.00","$11,693,000,000.00",$0.00,$0.00,$0.00,"$48,101,000,000.00","$606,668,000,000.00",$0.00,"$851,540,000,000.00","$845,391,000,000.00",$0.00,$0.00,$0.00,$0.00,"$851,540,000,000.00",$0.00,"$21,143,793,339.94",$0.00,$0.00,"$9,241,000,000.00","$7,115,750,971.58",$0.00,"$53,855,000,000.00","-$14,478,396.71","$33,750,000,000.00","$15,314,000,000.00","$1,222,000,000.00",BNS
2016-04-30,CAD,"$894,961,000,000.00","$108,472,000,000.00","$61,215,000,000.00","$61,215,000,000.00","$64,342,724,878.28",$0.00,"$167,021,000,000.00","$1,849,309,601.72",$0.00,"$11,541,000,000.00","$11,541,000,000.00",$0.00,$0.00,$0.00,"$47,257,000,000.00","$610,650,000,000.00",$0.00,"$841,135,000,000.00","$835,076,000,000.00",$0.00,$0.00,$0.00,$0.00,"$841,135,000,000.00",$0.00,"$22,878,122,755.21",$0.00,$0.00,"$9,128,000,000.00","$9,829,196,264.67",$0.00,"$52,386,000,000.00","-$15,164,817.62","$32,757,000,000.00","$15,194,000,000.00","$1,228,000,000.00",BNS
2016-01-31,CAD,"$919,613,000,000.00","$120,930,000,000.00","$75,253,000,000.00","$75,253,000,000.00","$60,458,880,045.89",$0.00,"$165,305,000,000.00","$1,677,063,167.71",$0.00,"$11,620,000,000.00","$11,620,000,000.00",$0.00,$0.00,$0.00,"$45,677,000,000.00","$8,717,286,871.73",$0.00,"$863,958,000,000.00","$857,674,000,000.00",$0.00,$0.00,$0.00,$0.00,"$863,958,000,000.00",$0.00,"$22,047,035,204.70",$0.00,$0.00,"$9,341,000,000.00","$8,636,265,863.63",$0.00,"$54,180,000,000.00","-$11,472,001.15","$32,150,000,000.00","$15,172,000,000.00","$1,225,000,000.00",BNS
2015-07-31,CAD,"$863,064,000,000.00","$123,793,000,000.00","$82,789,000,000.00","$82,789,000,000.00","$63,714,569,485.83",$0.00,"$145,071,000,000.00","$1,709,068,683.63",$0.00,"$11,037,000,000.00","$11,037,000,000.00",$0.00,$0.00,$0.00,"$41,004,000,000.00","$586,503,000,000.00",$0.00,"$810,103,000,000.00","$805,272,000,000.00",$0.00,$0.00,$0.00,$0.00,"$810,103,000,000.00",$0.00,"$4,724,577,889.83",$0.00,$0.00,"$7,560,000,000.00","$8,536,939,414.78",$0.00,"$51,608,000,000.00","-$97,792,039.12","$30,640,000,000.00","$15,185,000,000.00","$1,231,000,000.00",BNS
2015-04-30,CAD,"$837,161,000,000.00","$100,318,000,000.00","$60,664,000,000.00","$60,664,000,000.00","$76,256,520,659.10",$0.00,"$152,748,000,000.00","$1,806,740,084.46",$0.00,"$10,923,000,000.00","$10,923,000,000.00",$0.00,$0.00,$0.00,"$39,654,000,000.00","$575,657,000,000.00",$0.00,"$786,218,000,000.00","$781,381,000,000.00",$0.00,$0.00,$0.00,$0.00,"$786,218,000,000.00",$0.00,"$5,079,075,929.45",$0.00,$0.00,"$7,236,000,000.00","$8,469,818,663.58",$0.00,"$49,646,000,000.00","-$77,833,899.15","$29,984,000,000.00","$15,186,000,000.00","$1,231,000,000.00",BNS
2015-01-31,CAD,"$851,873,000,000.00","$106,616,000,000.00","$65,894,000,000.00","$65,894,000,000.00","$68,986,233,786.90",$0.00,"$148,962,000,000.00","$1,857,245,165.91",$0.00,"$11,068,000,000.00","$11,068,000,000.00",$0.00,$0.00,$0.00,"$40,722,000,000.00","$586,597,000,000.00",$0.00,"$800,692,000,000.00","$797,073,000,000.00",$0.00,$0.00,$0.00,$0.00,"$800,692,000,000.00",$0.00,"$3,957,189,464.47",$0.00,$0.00,"$5,709,000,000.00","$11,095,726,903.80",$0.00,"$49,827,000,000.00","-$70,024,667.78","$29,103,000,000.00","$15,173,000,000.00","$1,220,000,000.00",BNS
2016-01-31,CAD,"$479,032,000,000.00","$46,766,000,000.00","$12,629,000,000.00","$12,629,000,000.00","$31,608,231,160.82",$0.00,"$479,032,000,000.00","$1,383,810,138.38",$0.00,"$1,266,000,000.00","$1,266,000,000.00","$1,564,000,000.00",$0.00,$0.00,"$34,137,000,000.00","$347,164,000,000.00",$0.00,"$457,067,000,000.00","$444,287,000,000.00",$0.00,$0.00,$0.00,$0.00,"$457,067,000,000.00",$0.00,"$30,096,078,009.61",$0.00,$0.00,"$41,975,000,000.00",$0.00,$0.00,"$21,770,000,000.00","-$717,000.07","$11,785,000,000.00","$7,786,000,000.00","$794,856,000.00",CM
2015-07-31,CAD,"$457,842,000,000.00","$53,698,000,000.00","$20,075,000,000.00","$20,075,000,000.00","$36,327,450,530.98",$0.00,"$457,842,000,000.00","$1,426,388,570.56",$0.00,"$1,135,000,000.00","$1,135,000,000.00","$1,526,000,000.00",$0.00,$0.00,"$25,103,000,000.00","$333,387,000,000.00",$0.00,"$436,779,000,000.00","$421,732,000,000.00",$0.00,$0.00,$0.00,$0.00,"$436,779,000,000.00",$0.00,"$32,666,361,066.54",$0.00,$0.00,"$42,757,000,000.00",$0.00,$0.00,"$20,869,000,000.00","-$3,056,001.22","$11,119,000,000.00","$7,800,000,000.00","$795,656,000.00",CM
2015-01-31,CAD,"$445,223,000,000.00","$27,641,000,000.00","$13,045,000,000.00","$13,045,000,000.00","$36,936,420,784.60",$0.00,"$445,223,000,000.00","$1,491,207,129.78",$0.00,"$1,035,000,000.00","$1,035,000,000.00","$1,511,000,000.00",$0.00,$0.00,"$14,596,000,000.00","$349,946,000,000.00",$0.00,"$425,744,000,000.00","$410,577,000,000.00",$0.00,$0.00,$0.00,$0.00,"$425,744,000,000.00",$0.00,"$35,710,989,098.43",$0.00,$0.00,"$44,878,000,000.00",$0.00,$0.00,"$19,296,000,000.00","-$1,591,469.72","$10,121,000,000.00","$7,793,000,000.00","$795,774,000.00",CM
2014-07-31,CAD,"$405,422,000,000.00","$38,942,000,000.00","$11,192,000,000.00","$11,192,000,000.00","$44,095,534,977.54",$0.00,"$405,422,000,000.00","$1,584,303,658.20",$0.00,"$918,000,000.00","$918,000,000.00","$1,435,000,000.00",$0.00,$0.00,"$21,105,000,000.00","$297,741,000,000.00",$0.00,"$386,910,000,000.00","$370,075,000,000.00",$0.00,$0.00,$0.00,$0.00,"$386,910,000,000.00",$0.00,"$43,419,822,132.58",$0.00,$0.00,"$47,358,000,000.00",$0.00,$0.00,"$18,357,000,000.00","-$3,667,369.58","$9,258,000,000.00","$7,758,000,000.00","$796,044,000.00",CM
2011-10-31,CAD,"$353,699,000,000.00","$6,052,000,000.00","$6,969,000,000.00","$6,969,000,000.00","$32,810,124,049.62",$0.00,"$353,699,000,000.00","$1,676,670,668.27",$0.00,"$654,000,000.00","$654,000,000.00","$1,894,000,000.00",$0.00,$0.00,"$13,169,000,000.00","$240,084,000,000.00",$0.00,"$336,195,000,000.00","$23,627,000,000.00",$0.00,$0.00,$0.00,"$19,712,000,000.00","$336,195,000,000.00",$0.00,"$5,140,056,022.41",$0.00,$0.00,"$5,138,000,000.00","$2,172,869,147.66",$0.00,"$17,340,000,000.00","-$3,001,200.48","$7,605,000,000.00","$7,376,000,000.00","$807,600,000.00",CM
2007-07-31,CAD,"$338,880,843,361.00","$21,931,882,441.00","$16,943,882,441.00","$16,943,882,441.00","$72,680,595,896.19",$0.00,"$338,880,843,361.00","$1,950,716,761.92",$0.00,"$2,258,034,292.14","$2,258,034,292.14","$1,840,157,406.54",$0.00,$0.00,"$14,621,943,221.21","$232,244,702,374.00",$0.00,"$325,335,959,962.00","$319,321,000,000.00",$0.00,$0.00,$0.00,$0.00,"$325,335,959,962.00",$0.00,"$5,781,879,509.04",$0.00,$0.00,"$6,170,801,832.00",$0.00,$0.00,"$13,389,415,398.00","-$10,306,380.59","$8,449,579,385.00","$2,924,201,255.50","$677,382,000.00",CM
2007-04-30,CAD,"$326,580,144,204.00","$16,441,486,412.00","$16,441,486,412.00","$16,441,486,412.00","$69,988,279,841.33",$0.00,"$326,580,144,204.00","$1,931,121,529.03",$0.00,"$2,216,011,539.85","$2,216,011,539.85","$1,787,774,972.95",$0.00,$0.00,"$13,283,447,529.75","$221,774,819,744.00",$0.00,"$312,663,338,880.00","$306,813,000,000.00",$0.00,$0.00,$0.00,$0.00,"$312,663,338,880.00",$0.00,"$5,960,151,460.51",$0.00,$0.00,"$6,011,092,623.00",$0.00,$0.00,"$13,755,962,285.00","-$3,606,202.67","$8,199,667,221.00","$2,826,361,341.51","$681,226,000.00",CM
2007-01-31,CAD,"$379,315,696,649.00","$20,801,881,246.00","$20,801,881,246.00","$20,801,881,246.00","$71,264,240,775.38",$0.00,"$379,315,696,649.00","$1,880,632,545.49",$0.00,"$2,046,420,676.76","$2,046,420,676.76","$1,658,731,508.25",$0.00,$0.00,"$13,393,980,615.54","$218,152,851,265.00",$0.00,"$363,507,348,619.00","$303,450,000,000.00",$0.00,$0.00,$0.00,$0.00,"$363,507,348,619.00",$0.00,"$5,603,638,836.93",$0.00,$0.00,"$57,572,016,461.00",$0.00,$0.00,"$15,481,481,481.00","-$850,195.54","$9,045,267,490.00","$2,647,508,927.05","$729,985,986.00",CM
2009-01-31,CAD,"$443,173,549,656.00","$26,390,117,994.00","$26,390,117,994.00","$26,390,117,994.00",$0.00,$0.00,"$102,547,935,104.00","$1,375,342,024.79",$0.00,"$1,916,948,334.14","$1,916,948,334.14","$1,372,927,732.17",$0.00,$0.00,"$25,980,202,800.58","$314,235,496,558.00",$0.00,"$423,906,096,362.00","$16,327,433,628.00",$0.00,$0.00,$0.00,"$16,327,433,628.00","$16,327,433,628.00",$0.00,"$4,457,588,926.44",$0.00,$0.00,"$20,716,568,338.00","-$16,327,433,628.00",$0.00,"$19,267,453,294.00","-$30,581,039.76","$11,434,365,782.00","$4,682,118,139.39","$523,808,000.00",BMO
2008-10-31,CAD,"$416,049,783,550.00","$29,333,814,334.00","$21,105,098,605.00","$21,105,098,605.00","$19,770,721,649.49",$0.00,"$104,203,944,204.00","$1,836,701,030.93",$0.00,"$1,516,701,030.93","$1,516,701,030.93","$1,348,453,608.25",$0.00,$0.00,"$32,992,989,690.72","$282,512,025,012.00",$0.00,"$396,495,911,496.00","$1,655,844,156.00",$0.00,$0.00,$0.00,$0.00,"$1,655,844,156.00",$0.00,"$4,597,938,144.33",$0.00,$0.00,"$4,314,574,315.00","-$1,655,844,156.00",$0.00,"$18,154,160,654.00","-$53,608,247.42","$11,631,794,132.00","$3,936,494,845.36","$523,808,000.00",BMO
2019-10-31,CAD,"$1,415,290,000,000.00","$87,212,000,000.00","$30,446,000,000.00","$30,446,000,000.00","$5,896,680.40",$0.00,"$418,174,000,000.00","$5,513,000,000.00",$0.00,"$2,503,000,000.00","$2,503,000,000.00","$16,976,000,000.00",$0.00,"$407,460,000,000.00","$111,104,000,000.00","$909,904,000,000.00",$0.00,"$1,327,589,000,000.00","$170,619,000,000.00",$0.00,$0.00,$0.00,"$140,251,000,000.00","$170,619,000,000.00",$0.00,"$10,725,000,000.00",$0.00,$0.00,"$150,976,000,000.00","-$170,619,000,000.00",$0.00,"$87,701,000,000.00","-$41,000,000.00","$49,497,000,000.00","$21,713,000,000.00","$1,814,500,000.00",TD
2016-07-31,CAD,"$1,182,436,000,000.00","$192,823,000,000.00","$58,198,000,000.00","$58,198,000,000.00","$78,437,857,197.29",$0.00,"$216,320,000,000.00","$4,045,568,848.59",$0.00,"$2,542,000,000.00","$2,542,000,000.00","$16,262,000,000.00",$0.00,$0.00,"$99,674,000,000.00","$773,293,000,000.00",$0.00,"$1,111,232,000,000.00","$30,648,000,000.00",$0.00,$0.00,$0.00,$0.00,"$30,648,000,000.00",$0.00,"$6,813,228,682.47",$0.00,$0.00,"$40,399,000,000.00","-$30,648,000,000.00",$0.00,"$69,571,000,000.00","-$35,814,981.33","$34,387,000,000.00","$20,597,000,000.00","$1,856,600,000.00",TD
2016-04-30,CAD,"$1,124,786,000,000.00","$180,612,000,000.00","$51,070,000,000.00","$51,070,000,000.00","$74,339,532,285.10",$0.00,"$204,635,000,000.00","$4,118,445,207.12",$0.00,"$2,509,000,000.00","$2,509,000,000.00","$15,689,000,000.00",$0.00,$0.00,"$93,644,000,000.00","$739,539,000,000.00",$0.00,"$1,056,963,000,000.00","$30,597,000,000.00",$0.00,$0.00,$0.00,$0.00,"$30,597,000,000.00",$0.00,"$7,097,932,795.91",$0.00,$0.00,"$40,707,000,000.00","-$30,597,000,000.00",$0.00,"$66,211,000,000.00","-$6,385,186.37","$33,442,000,000.00","$20,499,000,000.00","$1,853,900,000.00",TD
2016-01-31,CAD,"$1,173,584,000,000.00","$179,801,000,000.00","$51,943,000,000.00","$51,943,000,000.00","$72,675,127,267.51",$0.00,"$211,990,000,000.00","$3,984,369,398.44",$0.00,"$2,723,000,000.00","$2,723,000,000.00","$17,386,000,000.00",$0.00,$0.00,"$94,372,000,000.00","$781,793,000,000.00",$0.00,"$1,101,910,000,000.00","$28,002,000,000.00",$0.00,$0.00,$0.00,$0.00,"$28,002,000,000.00",$0.00,"$5,517,315,551.73",$0.00,$0.00,"$40,121,000,000.00","-$28,002,000,000.00",$0.00,"$69,990,000,000.00","-$39,435,003.94","$32,585,000,000.00","$20,395,000,000.00","$1,857,500,000.00",TD
2015-07-31,CAD,"$1,099,202,000,000.00","$157,298,000,000.00","$52,623,000,000.00","$52,623,000,000.00","$82,872,641,149.06",$0.00,"$186,170,000,000.00","$4,052,257,620.90",$0.00,"$2,695,000,000.00","$2,695,000,000.00","$16,342,000,000.00",$0.00,$0.00,"$77,586,000,000.00","$755,734,000,000.00",$0.00,"$1,033,237,000,000.00","$19,907,000,000.00",$0.00,$0.00,$0.00,$0.00,"$19,907,000,000.00",$0.00,"$6,460,386,584.15",$0.00,$0.00,"$42,298,000,000.00","-$19,907,000,000.00",$0.00,"$64,326,000,000.00","-$16,044,006.42","$30,764,000,000.00","$20,180,000,000.00","$1,855,700,000.00",TD
